	id	sentence1	sentence2	similarity
5064	768729dbe066f48a41bbfc9e4	Dozens killed in Russian plane crash	Ten killed in Alaska plane crash	1.4
7162	402e25d75e9a9fdbc072f76cc	Brooks pleads not guilty to hacking charges	Dave Lee Travis pleads not guilty to all charges	1.4
517	9e1a826e0c724919cab230cc6	A woman is handling a frog.	A man is holding a frog.	3.75
1798	864dd126313076e5b8e3ef6db	A dog wearing a green sweater and a backpack walking on snow.	A small dog wearing a green sweater and a backpack walks through snow.	4.4
35	074e0f7a6495bf8da5124f4e5	A lion is playing with people.	A lion is playing with two men.	3.4
2730	10c565e9cc843a1eb33649bdc	A number below 50 suggests contraction in the manufacturing sector, while a number above that indicates expansion.	A reading above 50 suggests growth in the sector, while a number below that level indicates contraction.	4.818
7594	95f3381ab93b25998be31ad07	A man and woman are posing for the camera.	A cat sitting on sand looking up at the camera.	1.4
3073	dd95417a44421ef037297eb6b	WORLD No. 2 Lleyton Hewitt has accused the Association of Tennis Professionals of malice, including an alleged attempt last year to dupe him into refusing a drug test.	World No.2 Lleyton Hewitt has accused his professional peers of long-standing malice, including an attempt last year to dupe him into refusing a drug test.	4.0
3033	83dad9f64adea2b5d38c39fe7	ISRAELI soldiers knocked down empty mobile homes and water towers in 10 tiny West Bank settlement outposts overnight as part of a US-backed Mideast peace plan.	Israeli soldiers began tearing down settlement outposts in the West Bank yesterday - an Israeli obligation under a new Mideast peace plan.	3.8
4262	86c60cfc9ee1971e12c212c10	Syrian govt wont stop attacks	Syrian opposition reports 'massacre'	1.0
4743	2817702d25b2dde671c520d7b	Car bomb kills 20 in northwest Syria	Car bomb in northern Syria kills 20	4.6
2380	0bbfa6a7d97284e18226bd7e0	There is simply no winning for Obama among conservatives.	This is rich coming from a conservative.	1.4
4980	bdcd20138495aad23bac03741	10 dead, five injured in SW China road accident	5 hurt in Gaza City car accident	1.0
7365	8437e641cb53a9be568fa6c9e	A dog is barking at a toy.	The little dog barked at the electronic toy.	3.75
2405	db7568b7a85745815c170c683	Where in the world is Ron Paul?	Where in the world is the MEDIA??	0.8
2535	5d1f64d282490c20c21d8bd18	That objection was cited by PeopleSoft's board in rejecting Oracle's offer.	PeopleSoft's board has recommended stockholders reject the offer.	2.75
5146	b0c12e572754060c8c2b95732	Iran, six global powers sign landmark nuclear deal	Iran, world powers agree nuclear deal	4.6
4703	d1ea591b6997db6fbbbb9608f	Pakistani Taliban names new leader after drone strike	Pakistani Taleban chief killed in US drone strike	2.2
3753	ea2f855ee79c6bd6db1b82d3e	NATO Soldier Killed In Afghan Attack	NATO soldier killed in S. Afghanistan	3.8
6436	f8fb1e2798c84a2e98e65c7b1	I grill salmon that I get with the skin on.	Salmon is a great choice and it's readily available pretty much everywhere.	1.8
2679	3d12f889b20466fdda02aa507	He urged patience from Americans eager for the service, which is intended to block about 80 percent of telemarketing calls.	The free service was originally intended to block about 80 percent of telemarketer calls.	3.0
7207	ee659d39acb7fc514da868874	Hassoun to Mauritanian delegation: conspiracy imposed on Syria targets its stances, particularly over Palestine	Mufti : conspiracy aginst Syria targets its stances, particularly towards Palestine	3.2
1743	38d747dc7c07fdd476f099222	A boy plays baseball.	A man is playing baseball.	3.0
7584	b8a4d6d1b155e92b113781733	A television, upholstered chair, and coffee stable in a bright room.	A leather couch and wooden table in a living room.	2.2
8047	97d5320dbffa133fd819c3880	No, you do not NEED a bread machine.	You do not need to worry.	0.0
5004	ab454788eabc6d18e3dc3e8e0	Ankeet Chavan granted conditional bail for marriage	Ankeet Chavan granted bail to get married	5.0
6688	ae9ed949e6f6fb58a603b40c8	Remember, from the Fleet's point of view, the rest of the galaxy is what's moving and experiencing time dilation.	Well, it really depends on how long he was there, and the exact speed of the Fleet.	1.8
2667	76fde6286ae1649bd69c6f941	The Commerce Commission would have been a significant hurdle for such a deal.	The New Zealand Commerce Commission had given Westpac no indication whether it would have approved its deal.	1.8
1889	e3cc850c68c2b1f4aaf0bcca0	Two dogs running through tall grass.	Two dogs are running through a grassy area.	4.6
3468	903c76d8c0c9aa3c6f369c2ba	the conventional forces in europe treaty limits the number of military aircraft, tanks and other non-nuclear heavy weapons in europe. 	the conventional forces in europe treaty was signed by russian and nato members in 1990.	2.8
1020	64868cc86ef2b78050c7ae19e	A person in a blue shirt reclines near a coffee table and television.	A person stands on the motorcycle seat and pops a wheelie.	0.0
1340	163eeb7a73951c7a05e15ed2d	The black and white cat is looking up at the camera.	A grey, black, and white cat looking at the camera.	3.6
1003	0769a52d4061cc44efb3f5ca9	a bus driving in a street.	Red double decker bus driving down street.	4.0
1526	59264c13b521bbb3d193f0423	A young girl with glasses sits and holds two American flags.	A girl in glasses is looking over two American flags near a wooded area.	2.6
6029	18f255867cf4d3487b176a604	A bicycle in front of some ruins.	A pink bicycle is in front of a building.	2.2
4507	f56983c6922ceb1668aa9f0e9	Intel's McAfee Buys Cloud-Based, Networked Firewall Specialist Stonesoft For $389M In Cash	McAfee to acquire firewall Stonesoft for $389 million	3.8
3770	f8039eb5fc6e411dd1c37982d	White House in damage control over Obama Supreme Court remarks	Fact check: Obama's Supreme Court remarks	3.6
7979	84e9a448a706ea6a34fa65339	This is the tip I find most useful:	Something like this is useful:  	3.0
292	7db891cee5dfd20fc26ec8627	A badger is burrowing a hole.	A badger is digging the earth.	4.6
3958	a08577378260b5bd02cfbba90	Sheryl Crow says has benign brain tumor	Sheryl Crow Has a Benign Brain Tumor	4.6
4236	786008ec21e0c4ed9a46c0bcb	Soldier 'can't recall' massacre	US soldier ‘doesn’t recall massacre’	4.4
2681	acf911fc3b37fe8ea946ea735	"Mr Hadley, who has a new partner and child, said: ""I am absolutely delighted."	"In a statement issued by his solicitors, Mr Hadley said: ""I am absolutely delighted with the outcome of proceedings."	3.4
1674	f073c278eb41bf7e506df978e	Two dogs playing in the snow.	Two kids playing with a dog.	1.2
1819	86ac9f800849327ed5bf8a7b5	A child is walking from one picnic table to another.	The boy hops from one picnic table to the other in the park.	3.2
1308	e070a85c3802f58b9eae8d0f4	a train rides on his tracks.	The train comes down the track, between two rows of trees.	3.0
6945	1f2d2913410e47c0b43a31eab	"Sources say agents confiscated ""several"" documents he was carrying."	Agents confiscated several classified documents in his possession and interrogated him.	3.5
6873	f26009b2821a613905aaff1d0	Higher courts have ruled that the tablets broke the constitutional separation of church and state.	The federal courts have ruled that the monument violates the constitutional ban against state-established religion.	4.0
5405	b77455d74af452f4f784ec637	Clashes continue between police and protesters in Turkey	Turkish police fight protesters, clear square	4.4
1364	401739e0cb753efbf18c6532a	A sheep standing in a mountainous area.	A large sheep standing on a hill.	4.4
7276	4bd4f24c1168ed16717485307	A woman is slicing garlics.	A woman is slicing an onion.	2.2
439	ae83c293c722a0efa193ec9f8	A man lays on the ground and aims a rifle.	A man is spreading butter on a tortilla.	0.0
7466	219d90ba3068bd01c715247c9	A cat gets stuck on a moving ceiling fan.	A cat is swinging on a fan.	4.2
4288	194d21cb585e2c65955bdf6f1	Wall Street Opens Lower	Wall Street Ends Mixed	2.0
4817	c00874eabba291df83e7931d5	Bomb explodes at Greek shopping mall, two people injured	Bomb explodes at Athens shopping mall, 2 wounded	4.4
5850	5891a701b8c067998ae3b3f35	A man is screwing wood to a wall.	A man is giving a woman a massage.	0.2
3898	3a1e1f1ec0d144b1b30917ed1	Islamist Morsi Wins Egypt's Presidential Election	Al-Shater to run in presidential election in Egypt	1.0
5658	44f623e56c7eda2392b7bdd54	US House Republicans elect Paul Ryan as speaker	US House Republicans eye reluctant Ryan for speaker	3.0
7219	99be908161f8c9a2474c69937	Pakistani Taliban chief Hakimullah Mehsud killed in drone strike	Pakistani Taliban 'elect new chief', vow 'unprecedented' revenge	1.2
2509	acf38b457420a0ab301e261e4	Only 29 families of frogs are known and most were identified and described in the mid-1800s and the last in 1926.	Only 29 families of frogs are known, most of which were named by the mid-1800s.	3.8
6128	3fcd98bc80528059307edfb6c	Kids playing ball in the park.	Two dogs playing by the shore.	0.6
220	7c0c22e70570959a3a7d740b0	Someone is slicing an onion.	Someoen is peeling a potato.	1.0
4562	ce2bbcc51e612c1e5473216d0	Insiders Reveal 2012 Election Secrets	All Eyes on Capriles as Venezuela Election Set	1.2
4449	4101be29cb720dc8dea13500e	Man arrested after police officer shot in Leeds	Navy panel urges ouster of officer who faked death	0.4
6837	37c3ddce8a422da4b5426da38	Neither Iowa State athletic director Bruce Van De Velde nor Morgan could be reached for comment.	Iowa State athletic director Bruce Van de Velde would not confirm an offer was made to Lebo.	2.8
5403	ed430dd45269ecb047a6e8747	Tokyo stocks close up 0.13pc	Tokyo stocks close 0.75pc down	1.8
6717	9df5858e50886220578ba82f2	As I remember, in Geneva at least, there are open air markets on a weekly basis.	This page list all the big Christmas markets in Switzerland.	2.0
6713	7857b6d33fc8fd2f7ebd62ba9	It was random that she faced Li Na in the first round - not because she's seeded/ranked #127.	This was too long for a comment, so I am posting it as a CW-answer.	0.0
1932	c75b4c542158911ac6de789fd	Two people holding hands and walking in a field.	Two men walking past a mural of a car.	1.2
1142	ca38e3ee30c1bce3ec009c4e2	Group of people sitting at table with drinks.	four people sitting at a table.	3.0
2636	9fa6771e936d2c06609261e82	Indonesia's army has often been accused of human rights abuses during GAM's battle for independence, charges it has generally denied while accusing the separatists of committing rights violations.	Indonesia's army has been accused of human rights abuses during its earlier battles with GAM, charges it has generally denied.	3.25
7723	6ed492e70a341ba6c4b6d8e98	A pitcher on a mound throws a baseball.	A boy in the middle of a pitch at a baseball game.	3.4
763	4134be234b8a2d92bc2bb974d	The man danced in the diner.	The bomb exploded in the desert.	0.0
4393	0bed2a04737fbd65e0f432424	George W. Bush warns against bitter immigration debate	George W Bush weighs into immigration debate	3.0
3734	a703d9c09f349e589ae4c1e77	signing of the agreement is a peripheral issue of the meeting of chiefs of defense staff from the 26 ally countries of nato. 	the agreement was signed during a regular meeting of chiefs of defense staff from the 26 nato allies.	3.0
6573	8f8716abb915845d181957672	Turtles love eating goldfish and lots of things that fit into their mouths.	First, the turtles are eating the fish because fish are food, not friends.	2.8
6217	ff1ae2cde047f15034fa9f52c	The black and brown dog is playing in the yard.	The black and tan dog is chasing something he has spotted.	2.4
4452	0a4c987baf8f0e3c57885ee36	Google launches internet-beaming balloons	Google 'are playing international tax game'	1.0
6154	7192c294558ccaf607b574bb8	a wet black dog with a red collar is in the river	A black dog with a red collar wading through the water.	4.0
3226	e84c18ee9f814506c95fa8dcb	The broad Standard & Poor's 500 Index .SPX gained 19.72 points, or 1.98 percent, to 1,015.69.	The Dow Jones industrial average .DJI jumped 2.09 percent, while the Standard & Poor's 500 Index .SPX leapt 2.23 percent.	3.0
179	965c0478a9208819ea4487fb0	A man is running.	A man is running down a road.	3.5
3395	8f4a9a18df1cf1b104a98dcb9	The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent, or 1.78 points, at 1,594.13.	The broader Standard & Poor's 500 Index .SPX was down 0.04 points, or 0 percent, at 971.52.	0.6
3135	b4f6463aff5d59d2cbb389cc4	"Is it in the food supply?"" says David Ropeik, director of risk communication at the Harvard Center for Risk Analysis."	"""It's not zero,"" said David Ropeik, director of risk communication at the Harvard Center for Risk Analysis."	1.75
7861	396bb88cf72dcdb93418b28f5	A group of kids are having a jumping contest.	A group of kids are having a sleepover.	1.2
2167	078b6a72d2e900b1ceedc3020	We're talking about angels and common pins again, right?	@Lustig Andrei, We're talking about angels and common pins again, right?	4.8
5017	35611e0db7bb95f4d4070de59	Greek far-right leader imprisoned pending trial	Greek Far-Right Leader Imprisoned Pending Trial	5.0
